MaritalStatus,MaritalStatusLabel,ApplicationMode,ApplicationModeLabel,ApplicatioOrder,Course,CourseLabel,DaytimeEveningAttendance,AttendanceTiming,PreviousQualification,Nationality,NationalityLabel,MotherQualification,MotherQualLabel,FatherQualification,FatherQualLabel,MotherOccupation,MotherOccLabel,FatherOccupation,FatherOccLabel,Displaced,EducationalSpecialNeeds,SpecialNeedsLabel,Debtor,DebtorLabel,TuitionFeesUpToDate,Gender,GenderLabel,ScholarshipHolder,ScholarshipHolderLabel,AgeAtEnrollment,AgeBand,International,CurricularUnits1stSem_credited,CurricularUnits1stSem_enrolled,CurricularUnits1stSem_evaluations,CurricularUnits1stSe_approved,CurricularUnits1stSem_grade,CurricularUnits1stSem_withoutevaluations,CurricularUnits2ndtSem_credited,CurricularUnits2ndtSem_enrolled,CurricularUnits2ndtSem_evaluations,CurricularUnits2ndtSem_approved,CurricularUnits2ndtSem_grade,CurricularUnits2ndtSem_withoutevaluations,TotalGrades,TotalUnitsApproved,AverageGrade1stAnd2ndSem,GradeBand,TotalCreditsEarned,TotalUnitsEnrolled,TotalUnitsApproved2,PassRates,UnemploymentRate,InflationRate,GDP,RiskLevel,Target,is_Dropout
1,Single,1,Regular,1,8,BioTech,1,Daytime,1,14,Russia,1,No Schooling,14,Professional,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,20,20-25,1,0,5,6,5,16.16666667,0,0,5,6,5,15.83333333,0,32,10,16,13+,0,10,10,1,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,1,No Schooling,28,Bachelor of Science,5,Private Employee,10,Technician,0,0,No,0,No,1,1,Male,0,No,25,20-25,0,0,5,7,0,0,0,0,5,8,0,0,0,0,0,0,<5,0,10,0,0,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,4,7,Chemical Engg,1,Daytime,1,1,India,3,Middle,14,Professional,3,Teacher,10,Technician,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,5,6,5,12.4,0,0,5,9,3,13,0,25.4,8,12.7,9-12.9,0,10,8,0.8,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,1,Regular,1,8,BioTech,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,10,Technician,0,0,No,0,No,0,1,Male,0,No,18,<20,0,0,6,8,5,11.6,0,0,6,11,4,13,0,24.6,9,12.3,9-12.9,0,12,9,0.75,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,8,Quota,1,16,Sociology,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,6,Business,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,8,5,12.2,0,0,6,13,0,0,0,12.2,5,6.1,5-8.9,0,12,5,0.416666667,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,1,No Schooling,14,Professional,6,Business,5,Private Employee,0,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,7,5,11,0,0,6,7,5,12.8,0,23.8,10,11.9,9-12.9,0,12,10,0.833333333,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,8,Quota,2,16,Sociology,1,Daytime,1,1,India,23,Specialized Training,14,Professional,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,8,6,12.33333333,0,0,6,7,5,12.4,0,24.73333333,11,12.36666667,9-12.9,0,12,11,0.916666667,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,15,Reserved Category,1,10,Physics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,6,Business,6,Engineer,0,0,No,0,No,1,0,Female,1,Yes,21,20-25,0,3,6,6,6,14.83333333,0,2,6,7,6,12.57142857,0,27.4047619,12,13.70238095,13+,5,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,13,Day Program,1,5,Electrical Engg,1,Daytime,1,1,India,3,Middle,2,Primary,3,Teacher,3,Teacher,0,0,No,0,No,1,0,Female,0,No,29,26-30,0,9,10,15,9,11.55555556,0,7,11,17,10,11.9,0,23.45555556,19,11.72777778,9-12.9,16,21,19,0.904761905,9.4,-0.8,-3.12,High Risk,Enrolled,0
1,Single,1,Regular,1,5,Electrical Engg,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,6,6,6,12,0,0,6,6,6,11.83333333,0,23.83333333,12,11.91666667,9-12.9,0,12,12,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,16,Sponsored,1,3,Mechanical Engg,0,Evening,16,1,India,13,IT Certification,27,Bachelor of Arts,19,Consultant,44,Coach,1,0,No,1,Yes,1,0,Female,1,Yes,21,20-25,0,13,13,13,11,12.72727273,0,9,11,11,10,12.6,0,25.32727273,21,12.66363636,9-12.9,22,24,21,0.875,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,14,Scholarship,1,17,Other,0,Evening,1,14,Russia,22,Trade,27,Bachelor of Arts,10,Nurse,9,Accountant,0,0,No,0,No,1,0,Female,0,No,34,>30,1,2,2,2,2,10.5,0,1,1,1,1,11,0,21.5,3,10.75,9-12.9,3,3,3,1,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,4,15,Psychology,1,Daytime,1,9,Brazil,1,No Schooling,27,Bachelor of Arts,4,Government Employee,10,Technician,1,0,No,0,No,1,0,Female,0,No,20,20-25,1,0,6,6,6,12.33333333,0,0,6,6,6,12,0,24.33333333,12,12.16666667,9-12.9,0,12,12,1,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,24,20-25,0,0,5,10,0,0,0,0,5,7,1,12,0,12,1,6,5-8.9,0,10,1,0.1,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,4,Government Employee,0,0,No,0,No,1,1,Male,0,No,18,<20,0,0,7,7,7,14.84285714,0,0,8,9,8,14.38888889,0,29.23174603,15,14.61587302,13+,0,15,15,1,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,19,<20,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,24.4,14,12.2,9-12.9,0,14,14,1,7.6,2.6,0.32,Medium Risk,Enrolled,0
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,1,No Schooling,14,Professional,8,Professional,8,Lawyer,0,0,No,0,No,1,1,Male,1,Yes,18,<20,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,22.55,8,11.275,9-12.9,0,10,8,0.8,15.5,2.8,-4.06,Medium Risk,Enrolled,0
1,Single,12,Evening Program,9,17,Other,0,Evening,1,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,6,Engineer,0,0,No,0,No,1,1,Male,0,No,28,26-30,0,0,5,7,4,12.75,0,0,5,7,5,14.33333333,0,27.08333333,9,13.54166667,13+,0,10,9,0.9,10.8,1.4,1.74,Medium Risk,Enrolled,0
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,8,Lawyer,0,0,No,0,No,1,1,Male,0,No,28,26-30,0,0,5,13,2,11,0,0,5,12,1,12,0,23,3,11.5,9-12.9,0,10,3,0.3,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,1,Housewife,6,Engineer,0,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,6,9,4,10.75,0,0,6,12,0,0,0,10.75,4,5.375,5-8.9,0,12,4,0.333333333,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,12,Economics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,8,Professional,5,Private Employee,1,0,No,0,No,1,1,Male,0,No,22,20-25,0,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,25.1075,16,12.55375,9-12.9,0,16,16,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,4,12,Economics,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,5,Private Employee,5,Private Employee,1,0,No,0,No,1,1,Male,0,No,19,<20,0,0,8,8,7,12.66571429,0,0,8,8,7,12.66571429,0,25.33142857,14,12.66571429,9-12.9,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,1,No Schooling,14,Professional,8,Professional,6,Engineer,1,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,6,10,6,12.71428571,0,0,6,8,4,13,0,25.71428571,10,12.85714286,9-12.9,0,12,10,0.833333333,12.4,0.5,1.79,Medium Risk,Enrolled,0
1,Single,12,Evening Program,2,13,Management,1,Daytime,1,1,India,3,Middle,1,No Schooling,3,Teacher,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,26,26-30,0,0,7,7,2,11.75,0,0,5,10,0,0,0,11.75,2,5.875,5-8.9,0,12,2,0.166666667,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,1,Regular,2,11,Chemistry,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,0,1,Male,0,No,21,20-25,0,0,6,11,3,11,0,0,6,14,0,0,0,11,3,5.5,5-8.9,0,12,3,0.25,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,7,Merit-Based,2,2,IT,1,Daytime,1,1,India,3,Middle,3,Middle,3,Teacher,3,Teacher,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,8,Quota,1,9,Mathematics,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,10,Nurse,8,Lawyer,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,25.6,10,12.8,9-12.9,0,10,10,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,2,2,IT,1,Daytime,1,1,India,13,IT Certification,14,Professional,5,Private Employee,8,Lawyer,1,0,No,0,No,1,1,Male,0,No,22,20-25,0,14,17,21,17,12.57894737,0,15,17,20,17,12.11764706,0,24.69659443,34,12.34829721,9-12.9,29,34,34,1,11.1,0.6,2.02,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,7,Chemical Engg,1,Daytime,12,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,36,>30,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,<5,0,10,0,0,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,1,15,Psychology,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,1,Yes,20,20-25,0,0,6,8,6,12,0,0,6,8,6,11.5,0,23.5,12,11.75,9-12.9,0,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,8,Quota,5,14,English,1,Daytime,1,1,India,3,Middle,4,Secondary,3,Teacher,3,Teacher,0,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,6,6,3,12.33333333,0,0,6,9,0,0,0,12.33333333,3,6.166666667,5-8.9,0,12,3,0.25,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,22,Trade,1,No Schooling,6,Business,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,25,20-25,0,0,5,11,4,11.5,0,0,5,11,3,13.5,0,25,7,12.5,9-12.9,0,10,7,0.7,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,4,Civil Engg,1,Daytime,1,1,India,22,Trade,14,Professional,7,Self-Employed,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,35,>30,0,1,6,7,5,12.8,0,1,6,11,5,13.83333333,0,26.63333333,10,13.31666667,13+,2,12,10,0.833333333,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,8,Professional,8,Lawyer,0,0,No,0,No,1,1,Male,0,No,22,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,5,Electrical Engg,1,Daytime,1,1,India,3,Middle,29,PhD Advanced,4,Government Employee,8,Lawyer,0,0,No,0,No,1,1,Male,0,No,26,26-30,0,5,7,8,7,13.28571429,0,3,8,11,7,12.14285714,0,25.42857143,14,12.71428571,9-12.9,8,15,14,0.933333333,12.4,0.5,1.79,Medium Risk,Enrolled,0
1,Single,15,Reserved Category,1,4,Civil Engg,1,Daytime,14,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,6,Engineer,0,0,No,1,Yes,0,1,Male,0,No,20,20-25,0,0,6,16,4,11.8,0,0,6,15,2,12,0,23.8,6,11.9,9-12.9,0,12,6,0.5,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,3,Mechanical Engg,0,Evening,9,1,India,22,Trade,1,No Schooling,10,Nurse,11,Professional,0,0,No,0,No,1,1,Male,0,No,50,>30,0,6,13,13,6,11.33333333,0,2,11,11,2,13.5,0,24.83333333,8,12.41666667,9-12.9,8,24,8,0.333333333,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,9,Accountant,0,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,24.004,10,12.002,9-12.9,0,16,10,0.625,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,3,Middle,1,No Schooling,3,Teacher,9,Accountant,0,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,7,10,5,13.97666667,0,0,8,9,8,13.22222222,0,27.19888889,13,13.59944444,13+,0,15,13,0.866666667,12.4,0.5,1.79,Medium Risk,Enrolled,0
1,Single,4,Transfer,1,4,Civil Engg,1,Daytime,3,1,India,3,Middle,14,Professional,3,Teacher,11,Professional,0,0,No,0,No,0,1,Male,0,No,35,>30,0,0,6,10,5,15.2,0,1,6,9,1,11,0,26.2,6,13.1,13+,1,12,6,0.5,15.5,2.8,-4.06,Medium Risk,Dropout,1
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,3,Middle,14,Professional,5,Private Employee,6,Engineer,0,0,No,0,No,1,1,Male,1,Yes,19,<20,0,0,6,7,6,13.14285714,0,0,6,8,6,14.16666667,0,27.30952381,12,13.6547619,13+,0,12,12,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
2,Married,12,Evening Program,2,9,Mathematics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,6,Business,8,Lawyer,0,0,No,0,No,1,1,Male,0,No,43,>30,0,0,5,14,0,0,1,0,5,5,0,0,0,0,0,0,<5,0,10,0,0,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,8,Quota,5,12,Economics,1,Daytime,1,1,India,3,Middle,28,Bachelor of Science,3,Teacher,2,Businessman,0,0,No,0,No,1,1,Male,0,No,19,<20,0,0,8,11,7,13.86714286,0,0,8,11,7,13.86714286,0,27.73428571,14,13.86714286,13+,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,12,Economics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,25,20-25,0,0,8,11,6,12.675,0,0,8,11,6,12.675,0,25.35,12,12.675,9-12.9,0,16,12,0.75,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,7,Merit-Based,1,2,IT,1,Daytime,1,1,India,1,No Schooling,3,Middle,6,Business,11,Professional,1,0,No,0,No,1,1,Male,0,No,19,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,8,Quota,2,16,Sociology,1,Daytime,1,1,India,1,No Schooling,14,Professional,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,1,Yes,20,20-25,0,0,6,6,6,12,0,0,6,7,6,12.5,0,24.5,12,12.25,9-12.9,0,12,12,1,7.6,2.6,0.32,Medium Risk,Enrolled,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,6,Business,6,Engineer,1,0,No,0,No,1,1,Male,0,No,22,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,12.7,3.7,-1.7,Medium Risk,Dropout,1
1,Single,1,Regular,1,11,Chemistry,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,4,Government Employee,4,Government Employee,0,0,No,0,No,1,1,Male,1,Yes,19,<20,0,0,6,7,6,11,0,0,6,6,5,12.2,0,23.2,11,11.6,9-12.9,0,12,11,0.916666667,11.1,0.6,2.02,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,17,Other,0,Evening,1,1,India,13,IT Certification,27,Bachelor of Arts,4,Government Employee,10,Technician,0,0,No,0,No,1,1,Male,0,No,32,>30,0,0,5,11,4,10.75,0,0,5,11,4,11.33333333,0,22.08333333,8,11.04166667,9-12.9,0,10,8,0.8,13.9,-0.3,0.79,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,15,Psychology,1,Daytime,13,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,8,Lawyer,1,0,No,0,No,1,1,Male,0,No,57,>30,0,0,6,7,5,14.2,0,0,6,6,6,14.16666667,0,28.36666667,11,14.18333333,13+,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,1,No Schooling,14,Professional,4,Government Employee,6,Engineer,0,0,No,0,No,0,1,Male,0,No,20,20-25,0,0,7,11,4,12.6,0,0,7,7,4,11.575,0,24.175,8,12.0875,9-12.9,0,14,8,0.571428571,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,1,No Schooling,1,No Schooling,6,Business,6,Engineer,1,0,No,0,No,0,1,Male,0,No,38,>30,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,10,0,0,8.9,1.4,3.51,Low Risk,Dropout,1
2,Married,12,Evening Program,1,17,Other,0,Evening,1,1,India,22,Trade,3,Middle,10,Nurse,4,Government Employee,0,0,No,0,No,1,1,Male,0,No,45,>30,0,0,5,6,5,14,0,0,5,6,5,14.16666667,0,28.16666667,10,14.08333333,13+,0,10,10,1,12.4,0.5,1.79,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,15,Psychology,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,11,Professional,0,0,No,1,Yes,0,1,Male,0,No,43,>30,0,0,6,16,2,10,0,0,6,12,4,12.25,0,22.25,6,11.125,9-12.9,0,12,6,0.5,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,8,Quota,4,5,Electrical Engg,1,Daytime,1,1,India,23,Specialized Training,1,No Schooling,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,0,No,19,<20,0,0,6,6,6,13.83333333,0,0,6,8,6,13.125,0,26.95833333,12,13.47916667,13+,0,12,12,1,10.8,1.4,1.74,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,17,Other,0,Evening,12,1,India,13,IT Certification,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,0,1,Male,0,No,49,>30,0,0,5,8,2,11,0,0,5,5,1,11,0,22,3,11,9-12.9,0,10,3,0.3,15.5,2.8,-4.06,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,12,Economics,1,Daytime,12,1,India,22,Trade,28,Bachelor of Science,10,Nurse,8,Lawyer,1,0,No,0,No,1,1,Male,0,No,43,>30,0,0,8,8,7,11.63571429,0,0,8,8,7,11.63571429,0,23.27142857,14,11.63571429,9-12.9,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Enrolled,0
1,Single,12,Evening Program,1,3,Mechanical Engg,0,Evening,1,1,India,22,Trade,28,Bachelor of Science,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,34,>30,0,0,6,6,4,12.25,0,0,5,5,0,0,0,12.25,4,6.125,5-8.9,0,11,4,0.363636364,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,8,Quota,5,7,Chemical Engg,1,Daytime,1,1,India,13,IT Certification,14,Professional,6,Business,6,Engineer,1,0,No,1,Yes,1,1,Male,0,No,18,<20,0,0,5,9,4,12.5,0,0,5,11,5,11.28571429,0,23.78571429,9,11.89285714,9-12.9,0,10,9,0.9,12.4,0.5,1.79,Medium Risk,Enrolled,0
2,Married,12,Evening Program,1,17,Other,0,Evening,1,1,India,23,Specialized Training,28,Bachelor of Science,2,Worker,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,43,>30,0,0,5,5,5,13.8,0,0,5,6,5,13.66666667,0,27.46666667,10,13.73333333,13+,0,10,10,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,2,11,Chemistry,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,10,Nurse,9,Accountant,0,0,No,0,No,1,1,Male,0,No,21,20-25,0,0,6,8,3,12,0,0,6,9,1,11,0,23,4,11.5,9-12.9,0,12,4,0.333333333,15.5,2.8,-4.06,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,17,Other,0,Evening,1,1,India,19,Postgraduate,24,Short Courses,13,Student,13,Entrepreneur,0,0,No,0,No,1,1,Male,0,No,40,>30,0,0,5,9,3,11,0,0,5,8,4,12.5,1,23.5,7,11.75,9-12.9,0,10,7,0.7,7.6,2.6,0.32,Medium Risk,Enrolled,0
1,Single,8,Quota,1,14,English,1,Daytime,1,1,India,13,IT Certification,27,Bachelor of Arts,6,Business,6,Engineer,1,0,No,0,No,1,1,Male,1,Yes,19,<20,0,0,6,7,4,13.75,0,0,6,10,6,11.55555556,0,25.30555556,10,12.65277778,9-12.9,0,12,10,0.833333333,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,1,11,Chemistry,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,2,Worker,2,Businessman,0,0,No,0,No,1,1,Male,0,No,27,26-30,0,0,6,6,6,10.66666667,0,0,6,8,4,11.25,0,21.91666667,10,10.95833333,9-12.9,0,12,10,0.833333333,10.8,1.4,1.74,Medium Risk,Enrolled,0
2,Married,13,Day Program,1,13,Management,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,7,Doctor,0,0,No,0,No,1,1,Male,0,No,43,>30,0,0,7,7,0,0,0,0,8,13,2,13.15,0,13.15,2,6.575,5-8.9,0,15,2,0.133333333,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,17,Other,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,31,>30,0,1,5,6,5,13.83333333,0,0,5,7,5,15.4,0,29.23333333,10,14.61666667,13+,1,10,10,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,15,Reserved Category,1,4,Civil Engg,1,Daytime,14,1,India,23,Specialized Training,1,No Schooling,19,Consultant,25,Retired,1,0,No,1,Yes,1,1,Male,0,No,26,26-30,0,0,6,6,0,0,0,0,6,7,0,0,0,0,0,0,<5,0,12,0,0,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,22,Trade,28,Bachelor of Science,28,Skilled Worker,16,Artist,0,0,No,0,No,1,1,Male,0,No,34,>30,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,32.6,10,16.3,13+,0,10,10,1,8.9,1.4,3.51,Low Risk,Graduate,0
4,Widowed,14,Scholarship,1,12,Economics,1,Daytime,12,1,India,19,Postgraduate,24,Short Courses,1,Housewife,1,Worker,0,0,No,0,No,1,1,Male,0,No,30,26-30,0,11,14,26,12,12.52608696,1,11,14,26,12,12.52608696,1,25.05217391,24,12.52608696,9-12.9,22,28,24,0.857142857,7.6,2.6,0.32,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,12,Economics,1,Daytime,12,1,India,23,Specialized Training,28,Bachelor of Science,8,Professional,9,Accountant,0,0,No,0,No,1,1,Male,0,No,36,>30,0,0,7,9,6,12.78333333,0,0,8,11,0,0,0,12.78333333,6,6.391666667,5-8.9,0,15,6,0.4,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,4,Transfer,1,17,Other,0,Evening,3,1,India,22,Trade,27,Bachelor of Arts,7,Self-Employed,8,Lawyer,0,0,No,1,Yes,0,1,Male,0,No,46,>30,0,0,5,5,0,0,0,0,5,5,1,10,0,10,1,5,5-8.9,0,10,1,0.1,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,8,Quota,1,6,Electronics Engg,1,Daytime,1,1,India,1,No Schooling,14,Professional,6,Business,10,Technician,0,0,No,0,No,1,1,Male,0,No,22,20-25,0,0,5,8,3,13,0,0,5,8,3,10.66666667,0,23.66666667,6,11.83333333,9-12.9,0,10,6,0.6,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,4,Transfer,1,4,Civil Engg,1,Daytime,3,1,India,1,No Schooling,14,Professional,6,Business,10,Technician,0,0,No,0,No,1,1,Male,0,No,27,26-30,0,0,6,8,0,0,0,0,6,10,0,0,0,0,0,0,<5,0,12,0,0,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,2,7,Chemical Engg,1,Daytime,1,1,India,1,No Schooling,28,Bachelor of Science,20,Lawyer,43,Farmer,1,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,5,7,5,10.8,0,0,5,9,3,12,0,22.8,8,11.4,9-12.9,0,10,8,0.8,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,16,Sponsored,1,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,9,Accountant,0,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,5,7,5,11,0,0,5,7,3,10,0,21,8,10.5,9-12.9,0,10,8,0.8,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,13,Day Program,1,7,Chemical Engg,1,Daytime,1,1,India,13,IT Certification,14,Professional,12,Technician,12,Self-Employed,0,0,No,1,Yes,0,1,Male,0,No,31,>30,0,0,4,4,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,9,0,0,12.7,3.7,-1.7,Medium Risk,Dropout,1
1,Single,1,Regular,1,7,Chemical Engg,1,Daytime,1,1,India,22,Trade,14,Professional,10,Nurse,10,Technician,1,0,No,1,Yes,1,1,Male,0,No,20,20-25,0,0,5,7,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,10,0,0,9.4,-0.8,-3.12,High Risk,Enrolled,0
